	belief	argument	label	gold_graph	id	linked_paths	generated_graph_linked	generated_graph_gold	retrieved_graph
2116	Television focuses people's attention away from healthier activities.	People can work out while watching television.	counter	[['people', 'desires', 'healthier activities'], ['work out', 'part of', 'healthier activities'], ['work out', 'at location', 'watching television'], ['work out', 'made of', 'attention']]	2996	[['watch_television', 'motivatedbygoal', 'relax'], ['relax', 'motivatedbygoal', 'healthy']]	[['watch television', 'hassubevent', 'healthy']]	[['people', 'capableof', '', '_causes', 'attending class'], ['attending class', 'hasprerequisite', 'attention']]	[['healthier', '_motivatedbygoal', 'lose_weight'], ['lose_weight', '_causesdesire', 'obesity'], ['obesity', '_causes', 'using_television'], ['using_television', 'causes', 'watching']]
2074	School prayer should be allowed because in religious communities, people want prayer to be included in their daily lives.	Religious people don't want to be told they can't pray.	support	"[['religious people', 'has context', 'want prayer'], ['religious people', 'not desires', ""can't pray""], ['religious people', 'desires', 'school prayer']]"	2954	[['pray', 'hasprerequisite', 'ignorance'], ['ignorance', 'atlocation', 'people']]	[['pray', '_capableof', 'people']]	[['religious people', 'atlocation', 'church'], ['church', 'usedfor', 'school prayer']]	[['prayer', '_usedfor', 'temple'], ['temple', 'usedfor', 'pray'], ['pray', 'motivatedbygoal', 'religious']]
687	Loans help people with no money.	People with no money can not afford basic living.	support	[['no money', 'not capable of', 'afford basic living'], ['afford basic living', 'desires', 'money'], ['money', 'part of', 'loans'], ['loans', 'capable of', 'help people']]	1567	[['basic', 'hascontext', 'military'], ['military', '_hascontext', 'investment'], ['investment', '_usedfor', 'buying_house'], ['buying_house', 'hasprerequisite', 'loan']]	[['basic', '_distinctfrom', '', '_usedfor', 'loan']]	[['no money', 'causesdesire', 'get job'], ['get job', 'motivatedbygoal', 'help people']]	[['people', 'atlocation', 'ground'], ['ground', '_atlocation', 'money']]
1050	Surrogacy is an act rendering help to those who cannot give birth	surrogacy is good and aids people who cannot conceive, gives them child and makes them happy this should be allowed	support	[['surrogacy', 'capable of', 'pregnancy'], ['cannot give birth', 'receives action', 'pregnancy'], ['surrogacy', 'part of', 'cannot conceive']]	1930	[['conceive', '_capableof', 'female'], ['female', '_isa', 'girl'], ['girl', 'isa', 'child'], ['child', 'createdby', 'birth']]	[['conceive', '_hasprerequisite', '', '_causesdesire', 'birth']]	[['surrogacy', 'hascontext', 'medicine'], ['medicine', 'capableof', 'kill'], ['kill', 'motivatedbygoal', 'cannot conceive']]	[['birth', '_isa', 'breech_birth'], ['breech_birth', 'isa', 'disease'], ['disease', '_isa', 'aids']]
1280	A person is allowed to state how they feel about their country.	Freedom of speech is the first amendment of the US constitution.	support	[['freedom of speech', 'receives action', 'gives people freedom'], ['gives people freedom', 'causes', 'allowed to state'], ['allowed to state', 'has context', 'their opinions'], ['their opinions', 'created by', 'how they feel'], ['how they feel', 'has context', 'about their society'], ['freedom of speech', 'is a', 'first amendment'], ['first amendment', 'part of', 'us constitution']]	2160	[['freedom', 'causesdesire', 'go_on_vacation'], ['go_on_vacation', '_capableof', 'person']]	[['freedom', '_desires', 'person']]	[['freedom of speech', 'hascontext', 'us constitution']]	[['state', 'isa', 'war'], ['war', '_atlocation', 'killing'], ['killing', 'causes', 'freedom']]
326	factory farming should not be allowed.	Factory farming is not nice to animals.	support	[['factory farming', 'is not a', 'nice to animals'], ['factory farming', 'capable of', 'harmful'], ['harmful', 'not desires', 'be allowed']]	1206	[['animals', 'atlocation', 'farm'], ['farm', 'distinctfrom', 'city'], ['city', '_atlocation', 'factory']]	[['animals', 'atlocation', 'factory']]	[['factory farming', 'isa', '', '_hascontext', 'be allowed']]	[['farming', '_causes', 'growing_vegetables'], ['growing_vegetables', '_usedfor', 'garden'], ['garden', 'hasproperty', 'nice']]
1887	Parades that celebrate cisgender beliefs are bad for society.	Practices that ostracize other people should be considered as harmful.	support	[['ostracize other people', 'capable of', 'bad for society'], ['celebrate cisgender', 'causes', 'ostracize other people'], ['celebrate cisgender', 'has context', 'bad for society'], ['celebrate cisgender', 'made of', 'parades'], ['bad for society', 'has context', 'harmful']]	2767	[['harmful', '_hasproperty', 'weapon'], ['weapon', '_hasprerequisite', 'killing_people'], ['killing_people', 'causes', 'feelings_of_guilt'], ['feelings_of_guilt', '_causes', 'getting_away_with_crime'], ['getting_away_with_crime', 'causes', 'bad_for_society']]	[['harmful', '_hasproperty', 'drugs'], ['drugs', 'hasproperty', 'bad for society']]	[['ostracize other people', '_hassubevent', 'changing society'], ['changing society', 'causes', 'violence'], ['violence', 'hasproperty', 'harmful']]	[['cisgender', '_isa', 'cishet'], ['cishet', 'hascontext', 'lgbt'], ['lgbt', '_hascontext', 'allosexual'], ['allosexual', 'hascontext', 'canada'], ['canada', 'hascontext', 'historical'], ['historical', '_hascontext', 'ostracize']]
138	Guantanamo Bay should be shut down.	Guantanamo Bay sets a poor example.	support	[['guantanamo bay', 'used for', 'torturing criminals'], ['torturing criminals', 'is a', 'poor example'], ['poor example', 'receives action', 'shut down']]	3385	[['poor', '_hasproperty', 'people'], ['people', 'atlocation', 'state_park'], ['state_park', '_atlocation', 'lake'], ['lake', '_atlocation', 'bay']]	[['poor', '_distinctfrom', '', '_hasproperty', 'bay']]	[['guantanamo bay', '_atlocation', 'slave'], ['slave', 'capableof', 'shut down']]	[['shut', '_notdesires', 'person'], ['person', '_hasa', 'people'], ['people', 'hasproperty', 'poor']]
1341	Cosmetic surgery should not have an age requirement.	Young people with traumatic accidents may need reconstructive surgery just as much as an adult would.	support	[['any age person', 'antonym of', 'age requirement'], ['reconstructive surgery', 'part of', 'cosmetic surgery'], ['traumatic accidents', 'capable of', 'significant facial disfiguration'], ['significant facial disfiguration', 'desires', 'repairs damage'], ['repairs damage', 'created by', 'reconstructive surgery'], ['any age person', 'desires', 'repairs damage']]	2221	[['young_people', 'hasproperty', 'mature'], ['mature', 'hascontext', 'medicine'], ['medicine', '_hascontext', 'surgery']]	[['young people', '_usedfor', 'playing basketball'], ['playing basketball', 'hassubevent', 'dribble'], ['dribble', 'hascontext', 'surgery']]	[['any age person', 'capableof', 'repair damage']]	[['age', '_notdesires', 'person'], ['person', '_hasa', 'people']]
666	Breaking schools rules leads to consequences.	It is wrong to go against established guidelines.	support	[['school', 'has property', 'established guidelines'], ['established guidelines', 'part of', 'rules'], ['rules', 'not desires', 'go against'], ['go against', 'receives action', 'consequences']]	1546	[['wrong', '_distinctfrom', 'proper'], ['proper', 'hascontext', 'mathematics'], ['mathematics', 'atlocation', 'classroom'], ['classroom', '_atlocation', 'rule']]	[['wrong', '_hasproperty', 'rule']]	[['school', '_atlocation', 'senior'], ['senior', 'usedfor', '', '_isa', 'consequences']]	[['rules', '_hasa', 'sports'], ['sports', '_hascontext', 'murder'], ['murder', 'hasproperty', 'wrong']]
1420	it provides housing for child with no parents	child with no parents tends to benefit from it through provision of shelter	support	[['foster care', 'capable of', 'provides housing'], ['with no parents', 'desires', 'foster care'], ['foster care', 'causes', 'provision of shelter']]	2300	[['shelter', '_desires', 'person'], ['person', 'desires', 'parents']]	[['shelter', '_desires', 'parents']]	[['foster care', '_usedfor', 'procreating'], ['procreating', 'hasprerequisite', 'procreation'], ['procreation', 'definedas', 'provision of shelter']]	[['child', 'isa', 'person'], ['person', 'desires', 'shelter']]
358	It isn't ethical to trick someone into committing a crime.	Innocent people wouldn't commit crimes.	counter	"[['innocent people', 'not capable of', 'commit crimes'], ['entrapment', 'has context', ""isn't ethical""], ['entrapment', 'is a', 'trick'], ['innocent people', 'not receives action', 'trick']]"	3605	[['commit_crimes', '_capableof', 'people'], ['people', 'hasproperty', 'ethical']]	[['commit crimes', '_capableof', 'criminals'], ['criminals', 'hasproperty', 'ethical']]	[['innocent people', 'atlocation', '', '_causes', 'committing murder'], ['committing murder', 'usedfor', 'trick']]	[['ethical', '_hasproperty', 'people']]
1055	Banning surrogacy impedes income.	Poor women really need the income surrogacy provides.	support	[['banning surrogacy', 'has subevent', 'lose money'], ['lose money', 'part of', 'impedes income'], ['poor women', 'desires', 'money'], ['banning surrogacy', 'not capable of', 'money'], ['surrogacy', 'causes', 'money']]	1935	[['woman', '_isa', 'lassie'], ['lassie', 'hascontext', 'scotland'], ['scotland', '_hascontext', 'income']]	[['woman', '_distinctfrom', '', '_distinctfrom', '', '_atlocation', 'income']]	[['banning surrogacy', 'isa', '', '_causes', 'buying'], ['buying', 'hasprerequisite', 'money']]	-1
344	Palestinian women and children are harmed by the illegal occupation of the blockade	Provisions are kept out from blockades	support	[['blockades', 'is a', 'illegal occupation'], ['illegal occupation', 'has context', 'provisions'], ['provisions', 'has subevent', 'kept out'], ['kept out', 'has property', 'harmed'], ['harmed', 'has context', 'starvation and violence'], ['women and children', 'desires', 'humane treatment'], ['starvation and violence', 'has context', 'women and children']]	1224	[['kept', 'isa', 'television_show'], ['television_show', '_isa', 'boiling_points'], ['boiling_points', 'language', 'english_language'], ['english_language', '_language', 'palestinians']]	[['kept', '_receivesaction', '', '_isa', 'palestinians']]	[['blockades', '_hasa', '', '_atlocation', 'women and children']]	[['blockade', 'hascontext', 'chess'], ['chess', 'isa', 'artifact'], ['artifact', '_isa', 'supply'], ['supply', '_isa', 'provisions']]
199	Austerity will hurt the economy.	Austerity will hurt the tax payers.	support	[['tax payers', 'causes', 'spend less'], ['spend less', 'causes', 'hurt the economy'], ['austerity', 'causes', 'tax increase'], ['tax increase', 'capable of', 'hurt'], ['hurt', 'has context', 'tax payers']]	3446	[['tax', 'isa', 'act'], ['act', 'isa', 'economics'], ['economics', '_hascontext', 'austerity']]	[['tax', '_isa', 'austerity']]	[['tax payers', '_isa', 'tax payers']]	[['austerity', 'hascontext', 'economics'], ['economics', '_hascontext', 'fire'], ['fire', 'capableof', 'hurt']]
1582	Intelligence tests are ineffective.	While it is true that some people tend to fail tests, a good intelligence tests is designed to cover that ground.	counter	[['intelligence tests', 'is a', 'designed'], ['designed', 'has property', 'help people succeed'], ['help people succeed', 'is not a', 'ineffective']]	2462	[['fail_test', '_capableof', 'student'], ['student', 'isa', 'learning'], ['learning', 'causes', 'intelligence']]	[['fail test', '_capableof', '', '_usedfor', 'studying'], ['studying', 'hasprerequisite', 'intelligence']]	[['intelligence tests', '_usedfor', 'taking midterm'], ['taking midterm', 'hasproperty', 'ineffective']]	[['intelligence', 'distinctfrom', 'stupidity'], ['stupidity', 'atlocation', 'people']]
447	Social media ruins social life.	Social media brings people together.	counter	[['long distance', 'desires', 'connection'], ['connection', 'created by', 'social media'], ['social media', 'used for', 'brings people together'], ['brings people together', 'antonym of', 'ruins social life']]	1327	[['people', 'desires', 'social']]	[['people', '_usedfor', 'social']]	[['long distance', 'causesdesire', 'meet people'], ['meet people', 'hassubevent', 'pisses social life']]	[['social', '_desires', 'people']]
1368	Legalizing prostitution is illegal and immoral	legalizing prostitution will bring about less satisfaction in sexual life with partner which is immoral	support	[['legalizing prostitution', 'causes', 'bring less satisfaction'], ['bring less satisfaction', 'created by', 'partner sexual life'], ['partner sexual life', 'is a', 'immoral'], ['partner sexual life', 'causes', 'sexual crimes'], ['sexual crimes', 'is a', 'illegal']]	2248	[['satisfaction', 'atlocation', 'work'], ['work', '_hasprerequisite', 'get_money_from'], ['get_money_from', 'hassubevent', 'prostitution']]	[['satisfaction', '_causes', 'getting contract'], ['getting contract', 'hasprerequisite', 'prostitution']]	[['legalizing prostitution', '_usedfor', 'john'], ['john', 'hasproperty', 'illegal']]	[['prostitution', '_hassubevent', 'get_money_from'], ['get_money_from', 'hasprerequisite', 'work'], ['work', 'isa', 'purposeful_action'], ['purposeful_action', '_isa', 'legal_thing'], ['legal_thing', '_isa', 'legalizing']]
697	The school uniform costs too much for low-income families.	Several families lack the necessary funds.	support	[['several families', 'not capable of', 'necessary funds'], ['school uniform', 'desires', 'necessary funds'], ['low-income families', 'part of', 'several families']]	1577	[['fund', 'isa', 'amount_of_money'], ['amount_of_money', '_isa', 'balance'], ['balance', '_causes', 'tying_shoelace'], ['tying_shoelace', 'hasprerequisite', 'learning'], ['learning', '_usedfor', 'school']]	[['fund', '_isa', 'school']]	[['several families', '_isa', 'several families']]	[['school', '_atlocation', 'entrance_hall'], ['entrance_hall', 'atlocation', 'person'], ['person', 'desires', 'enough'], ['enough', '_distinctfrom', 'lack']]
